sim_id,TSI,Stability_Label,Instability_Time,Max_Angle_Separation,Post_Fault_Samples
sim_0060,0.4771798729022948,0,,63.707626,451
sim_0061,0.44842195956395353,0,,68.546356,451
sim_0062,0.3977412827011182,0,,77.558394,451
sim_0063,0.30586416148525164,0,,95.67951599999999,451
sim_0064,-0.3232840946193653,1,1.6,351.980994,75
sim_0065,-0.32666206693314603,1,1.48,354.649813,77
sim_0066,-0.3315845009240027,1,1.44,358.587152,73
sim_0067,-0.3289832222748686,1,1.44,356.49925299999995,105
sim_0070,0.4444494705936209,0,,69.229902,451
sim_0074,0.4817727077479396,0,,62.952241,22
sim_0075,0.44590533185463277,0,,68.978956,451
sim_0076,0.46282745163938155,0,,66.09874500000001,71
sim_0077,0.39342354174133165,0,,78.35647900000001,451
sim_0078,0.2873041569207462,0,,99.654189,451
sim_0079,-0.3283896919414184,1,1.56,356.025126,72
sim_0080,-0.3250341191034256,1,1.46,353.36029299999996,75
sim_0081,-0.32053388023611645,1,1.42,349.827742,72
sim_0082,-0.3267395400796216,1,1.42,354.711336,95
sim_0085,0.45830504744775735,0,,66.861931,451
sim_0089,0.4817727077479396,0,,62.952241,22
sim_0090,0.4435641599108198,0,,69.38275,451
sim_0092,0.4248207293526705,0,,72.663365,451
sim_0093,0.36943728441134266,0,,82.88169900000001,451
sim_0094,0.20902183782596837,0,,117.761371,451
sim_0095,-0.3276290565364695,1,1.58,355.41873499999997,93
sim_0096,-0.3293531148605352,1,1.5,356.795157,67
sim_0097,-0.3275890498616422,1,1.48,355.386879,75
sim_0100,0.45765396788897633,0,,66.972195,451
sim_0104,0.4817727077479396,0,,62.952241,22
sim_0105,0.3272726524628142,0,,91.23289199999999,451
sim_0106,0.4542894643442278,0,,67.543566,451
sim_0107,0.4237907910920181,0,,72.846136,451
sim_0108,0.36477330251088863,0,,83.780072,451
sim_0109,-0.3265294436360397,1,2.04,354.544527,71
sim_0110,-0.3285698973377778,1,1.58,356.16899,73
sim_0111,-0.33290823033847167,1,1.5,359.655886,78
sim_0112,-0.32167182691006546,1,1.48,350.716568,75
sim_0119,0.4817727077479396,0,,62.952241,22
sim_0120,0.4805228338075613,0,,63.157343999999995,451
sim_0121,0.4681336693293173,0,,65.20928,451
sim_0122,0.45564195581282396,0,,67.313564,451
sim_0123,0.4408358346310128,0,,69.854974,451
sim_0124,0.4196759363315882,0,,73.578997,451
sim_0125,0.39608732952828446,0,,77.863525,451
sim_0126,0.3665684241891858,0,,83.433571,451
sim_0127,0.1795719527357576,0,,125.19545600000001,451
sim_0128,0.47747344866324176,0,,63.659200999999996,451
sim_0129,0.47353806829523126,0,,64.309942,451
sim_0130,0.46965011464107775,0,,64.956263,451
sim_0131,0.4659934596656455,0,,65.567262,451
sim_0132,0.46236372369555484,0,,66.176785,451
sim_0133,0.45899317312777743,0,,66.74549999999999,451
sim_0134,0.45273595012454015,0,,67.808282,451
sim_0135,0.45889090404498867,0,,66.76279699999999,451
sim_0136,0.4492681918252506,0,,68.401229,451
sim_0137,0.3832875987713455,0,,80.249568,451
sim_0138,0.23009011588935252,0,,112.661485,451
sim_0139,-0.3283216350657482,1,1.5,355.970814,88
sim_0140,-0.3313098397589907,1,1.42,358.36593,89
sim_0141,-0.32938088933628046,1,1.4,356.81738900000005,86
sim_0142,-0.33206719124266465,1,1.4,358.976369,94
sim_0145,0.4414080134726165,0,,69.755792,451
sim_0149,0.4817727077479396,0,,62.952241,21
sim_0150,0.45751250244102976,0,,66.996166,451
sim_0152,0.4003205395951602,0,,77.083996,451
sim_0153,0.27552078822876286,0,,102.237658,451
sim_0154,-0.33034556341584365,1,1.56,357.590704,93
sim_0155,-0.3233809156557511,1,1.46,352.057118,76
sim_0156,-0.3279214557039061,1,1.42,355.65167799999995,73
sim_0157,-0.3286619130372922,1,1.42,356.242479,151
sim_0160,0.455583211861208,0,,67.323545,451
sim_0164,0.4817727077479396,0,,62.952241,22
sim_0165,0.47317290753180113,0,,64.37049999999999,451
sim_0166,0.46673669139249285,0,,65.442827,451
sim_0167,0.47138610763422345,0,,64.667255,75
sim_0168,0.4350226869513076,0,,70.867114,451
sim_0169,0.406377513392435,0,,75.976789,451
sim_0170,0.3499316074025254,0,,86.68017700000001,451
sim_0171,0.28741731812605475,0,,99.629608,451
sim_0172,-0.3237966699713349,1,1.74,352.38424599999996,92
sim_0173,0.4817727077479396,0,,62.952241,451
sim_0174,0.4817727077479396,0,,62.952241,451
sim_0175,0.4817727077479396,0,,62.952241,451
sim_0176,0.4817727077479396,0,,62.952241,451
sim_0177,0.4817727077479396,0,,62.952241,451
sim_0178,0.4817727077479396,0,,62.952241,451
sim_0179,0.4817727077479396,0,,62.952241,451
sim_0180,0.4817727077479396,0,,62.952241,451
sim_0182,0.40353276057552584,0,,76.495616,451
sim_0183,0.2833614762027939,0,,100.513329,451
sim_0184,-0.32841657030703664,1,1.58,356.04657899999995,84
sim_0185,-0.3275829585232492,1,1.46,355.382029,77
sim_0186,-0.3286312844226243,1,1.42,356.21801500000004,73
sim_0187,-0.3264471900947458,1,1.42,354.479249,104
sim_0190,0.45450616231029817,0,,67.506686,451
sim_0194,0.4817727077479396,0,,62.952241,21
sim_0195,0.4817727077479396,0,,62.952241,451
sim_0196,0.44980613494406474,0,,68.309061,451
sim_0197,0.40657243475297283,0,,75.941316,451
sim_0198,0.32231282077082224,0,,92.250253,451
sim_0199,-0.33087181146617395,1,1.8,358.013502,92
sim_0200,-0.3212475373729402,1,1.52,350.384816,91
sim_0201,-0.3246264563804341,1,1.46,353.03835100000003,95
sim_0202,-0.3171508621236866,1,1.44,347.202833,82
sim_0210,0.43375867072027946,0,,71.088281,29
sim_0211,0.4503160925651516,0,,68.221751,451
sim_0212,0.408544519021486,0,,75.582976,451
sim_0213,0.36274112530740793,0,,84.17343199999999,451
sim_0214,0.31353715593978526,0,,94.069141,451
sim_0215,0.24883352011257487,0,,108.269008,67
sim_0216,-0.31474668614780926,1,1.82,345.353169,108
sim_0217,-0.3218354413014299,1,1.58,350.844609,209
sim_0225,0.4748475202262023,0,,64.09303,451
sim_0226,0.4314696433600744,0,,71.48979,451
sim_0227,0.36775039102463963,0,,83.20591999999999,451
sim_0228,0.2827272034567645,0,,100.65203500000001,451
sim_0229,-0.3139391202496123,1,1.86,344.734773,126
sim_0230,-0.3285573718667195,1,1.48,356.158988,96
sim_0231,-0.30546772482182893,1,1.42,338.33444299999996,100
sim_0232,-0.32410782824734297,1,1.4,352.62933799999996,185
sim_0240,0.4615459763206897,0,,66.31452300000001,451
sim_0241,0.4212025160843016,0,,73.30661599999999,451
sim_0242,0.3477337940486434,0,,87.115065,451
sim_0243,0.2651928931359884,0,,104.541592,451
sim_0244,-0.08943370908567976,1,2.0,215.358365,69
sim_0245,-0.3245701323700512,1,1.6,352.993901,121
sim_0246,-0.31488685474397804,1,1.52,345.460652,153
sim_0247,-0.3271024616296627,1,1.48,354.999728,199
sim_0255,0.4448882244704174,0,,69.154221,451
sim_0256,0.43458871987193337,0,,70.94300199999999,451
sim_0257,0.376229315402411,0,,81.584313,451
sim_0258,0.31147823823357756,0,,94.49940799999999,451
sim_0259,0.24042115771483658,0,,110.224008,160
sim_0260,-0.10692538284173839,1,1.94,223.10181599999999,64
sim_0261,-0.3165317445906165,1,1.64,346.725268,90
sim_0262,-0.33101160166370286,1,1.54,358.12592400000005,115
sim_0270,0.4595105206322549,0,,66.65803700000001,451
sim_0271,0.44753040637136304,0,,68.699439,451
sim_0272,0.33188623400717254,0,,90.293356,451
sim_0273,-0.29995434905081597,1,1.76,334.252177,76
sim_0274,-0.32030519120101014,1,1.4,349.64947700000005,196
sim_0275,-0.31676367967647123,1,1.36,346.90407300000004,161
sim_0276,-0.3174799329004664,1,1.34,347.457019,101
sim_0277,-0.32493468194557257,1,1.34,353.28172900000004,223
sim_0285,0.4557434284557201,0,,67.296325,451
sim_0286,0.4584092845543555,0,,66.84428700000001,451
sim_0287,0.4002430938697883,0,,77.098215,451
sim_0288,0.2560702779973468,0,,106.60816700000001,451
sim_0289,-0.3268272042792159,1,1.5,354.780969,136
sim_0290,-0.32185121830530616,1,1.4,350.85695899999996,140
sim_0291,-0.32427810941123675,1,1.38,352.76356,226
sim_0292,-0.32872514457307167,1,1.38,356.29299100000003,283
sim_0293,0.48124807214020443,0,,63.038291,451
sim_0294,0.4807309093425585,0,,63.123175,451
sim_0295,0.48022657219603015,0,,63.206011000000004,451
sim_0296,0.47974025954808563,0,,63.285940000000004,451
sim_0297,0.4792729938646167,0,,63.362787999999995,451
sim_0298,0.4788322903622133,0,,63.435312,451
sim_0299,0.4780445352555007,0,,63.565056,451
sim_0302,0.4255042468840309,0,,72.542215,451
sim_0303,0.38841816585039124,0,,79.28787799999999,451
sim_0304,0.3480746191655499,0,,87.047532,451
sim_0305,0.30372534919278527,0,,96.131779,451
sim_0306,0.2389713183198942,0,,110.563627,66
sim_0307,-0.32769324614921597,1,1.66,355.469855,132
sim_0308,0.44556241430751176,0,,69.038019,451
sim_0309,0.4281699201342784,0,,72.070846,451
sim_0310,0.41170358188530354,0,,75.011041,451
sim_0311,0.39617048353886497,0,,77.848167,451
sim_0312,0.3816259711295438,0,,80.56255999999999,451
sim_0313,0.36803311844015774,0,,83.151524,451
sim_0314,0.37578360525912846,0,,81.669058,57
sim_0315,0.42483837464633734,0,,72.660236,451
sim_0318,0.40944901983352383,0,,75.418958,451
sim_0319,0.37654869806196206,0,,81.523621,451
sim_0320,0.341028057961274,0,,88.450759,451
sim_0321,0.3016825603011226,0,,96.565125,451
sim_0322,0.14781246059276856,0,,133.640087,79
sim_0323,0.4430162271503792,0,,69.477444,451
sim_0324,0.4242404490079429,0,,72.76630800000001,451
sim_0325,0.4064952850859479,0,,75.955355,451
sim_0326,0.38977576099352973,0,,79.034594,451
sim_0327,0.3741681392055228,0,,81.976675,451
sim_0328,0.36611808272370194,0,,83.520412,60
sim_0329,0.3756191422936696,0,,81.700342,56
sim_0330,0.4735434061292292,0,,64.309057,451
sim_0332,0.44151865143143215,0,,69.73662300000001,451
sim_0333,0.4005722061090929,0,,77.037801,451
sim_0334,0.3834606791595241,0,,80.217009,451
sim_0335,0.3503761101301337,0,,86.592394,451
sim_0336,0.31455744123789475,0,,93.856424,451
sim_0337,0.21805629188280218,0,,115.552843,70
sim_0338,0.4420885364488598,0,,69.637932,451
sim_0339,0.4223208477057538,0,,73.107448,451
sim_0340,0.40363311248180045,0,,76.477278,451
sim_0341,0.38601582566729903,0,,79.73729399999999,451
sim_0342,0.36956616492267824,0,,82.856961,451
sim_0343,0.36425130507974696,0,,83.881001,59
sim_0344,0.3787646709752756,0,,81.103296,55
sim_0345,0.4197836719001405,0,,73.559755,451
sim_0346,0.4483890170447184,0,,68.552009,451
sim_0347,0.4036238745597563,0,,76.478966,451
sim_0348,0.3543190843854966,0,,85.816235,451
sim_0349,0.2936968480607172,0,,98.272302,451
sim_0350,0.19969601702421974,0,,120.07601499999998,68
sim_0351,-0.3311012939118971,1,1.62,358.198081,278
sim_0352,-0.3257952901901799,1,1.5,353.962452,226
sim_0353,0.447098812686376,0,,68.773613,451
sim_0354,0.43075875211224707,0,,71.614746,451
sim_0355,0.41532640530795845,0,,74.35828699999999,451
sim_0356,0.40076208227625887,0,,77.002959,451
sim_0357,0.38712239494079476,0,,79.53009,451
sim_0358,0.37435820048958757,0,,81.94044600000001,451
sim_0359,0.3763204968419122,0,,81.566983,58
sim_0361,0.41694620030427737,0,,74.067515,451
sim_0362,0.32784180747774333,0,,91.11663300000001,451
sim_0363,-0.0884320361779447,1,1.78,214.923927,56
sim_0364,-0.33040212025490234,1,1.38,357.636111,143
sim_0365,-0.3271019962607133,1,1.34,354.99935800000003,179
sim_0366,-0.3290809777510897,1,1.32,356.577423,268
sim_0367,-0.3190064794093258,1,1.32,348.63939100000005,198
sim_0368,0.4691437633037345,0,,65.040689,451
sim_0369,0.4567861741474404,0,,67.119314,451
sim_0370,0.4449179110426816,0,,69.149102,451
sim_0371,0.43361739771808894,0,,71.113024,451
sim_0372,0.42311222325398734,0,,72.96669800000001,451
sim_0373,0.41336113885813847,0,,74.71197,451
sim_0374,0.396269942419379,0,,77.8298,451
sim_0375,0.4817727077479396,0,,62.952241,451
sim_0377,0.24968786875880755,0,,108.071933,451
sim_0378,-0.08885219775430415,1,1.52,215.10604,43
sim_0379,-0.1281865019469993,1,1.4,232.932354,35
sim_0380,-0.13377781856294016,1,1.36,235.597762,47
sim_0381,-0.3190319770950352,1,1.36,348.659185,84
sim_0382,-0.3228365270344048,1,1.36,351.62938399999996,191
sim_0390,0.3942020735804783,0,,78.212211,451
sim_0392,0.32885155506693853,0,,90.91062099999999,451
sim_0393,0.21657881835503962,0,,115.911777,451
sim_0394,-0.1243669416219332,1,1.58,231.13112,47
sim_0395,-0.1228064554047217,1,1.48,230.39973700000002,40
sim_0396,-0.15772678066636597,1,1.44,247.414753,52
sim_0397,-0.32660281199030905,1,1.42,354.602767,117
sim_0405,0.31725916129962844,0,,93.29473999999999,451
sim_0406,0.3869970078467661,0,,79.553552,451
sim_0407,0.25204280347602975,0,,107.530106,451
sim_0408,-0.1070920043494441,1,1.48,223.17703699999998,41
sim_0409,-0.09565588583059502,1,1.38,218.07855700000002,35
sim_0410,-0.09307736657953167,1,1.36,216.94675900000001,32
sim_0411,-0.11467023078134565,1,1.34,226.62814300000002,31
sim_0412,-0.11752538547312354,1,1.34,227.943746,31
sim_0420,0.4817727077479396,0,,62.952241,451
sim_0421,0.3631076843862891,0,,84.102392,451
sim_0422,-0.07966942594981213,1,1.66,211.163795,50
sim_0423,-0.10408709643173965,1,1.4,221.824774,36
sim_0424,-0.09203788271173878,1,1.34,216.49231300000002,31
sim_0425,-0.09649711252900328,1,1.32,218.449197,29
sim_0426,-0.10721724020647254,1,1.32,223.23359299999998,42
sim_0427,-0.10689151754366112,1,1.32,223.086531,29
sim_0435,0.4817727077479396,0,,62.952241,451
sim_0437,0.4200026031803277,0,,73.520662,451
sim_0438,0.377669777651675,0,,81.31080600000001,451
sim_0439,0.3285388678235315,0,,90.974383,451
sim_0440,0.27079858684655544,0,,103.28643400000001,166
sim_0441,0.18605528315032183,0,,123.52716699999999,74
sim_0442,-0.3286416549454649,1,1.7,356.22629800000004,176
sim_0443,0.4817726040644578,0,,62.952258,451
sim_0444,0.4817725003809905,0,,62.952275,451
sim_0445,0.48177240889559014,0,,62.95229,451
sim_0446,0.48177231741020116,0,,62.952305,451
sim_0447,0.4817722442218981,0,,62.952316999999994,451
sim_0448,0.48177217103360215,0,,62.952329000000006,451
sim_0449,0.48177206735019545,0,,62.952346,451
sim_0450,0.46235605480968983,0,,66.178076,451
sim_0451,0.4568671297761295,0,,67.105582,451
sim_0452,0.42384259306226285,0,,72.836937,451
sim_0453,0.29691853165592963,0,,97.581044,451
sim_0454,-0.32882531523103364,1,1.58,356.37303099999997,83
sim_0455,-0.3261506457840901,1,1.44,354.244038,73
sim_0456,-0.330156254524934,1,1.4,357.438772,69
sim_0457,-0.3239342897331959,1,1.4,352.492618,68
sim_0458,0.48177263455959807,0,,62.952253,451
sim_0459,0.4817725613712636,0,,62.952265,451
sim_0460,0.4817725003809905,0,,62.952275,451
sim_0461,0.4817724332916958,0,,62.952286,451
sim_0462,0.4817723723014332,0,,62.952296000000004,451
sim_0463,0.48177231741020116,0,,62.952305,451
sim_0464,0.48177222592482344,0,,62.95232,451
sim_0465,0.4599204924866591,0,,66.588771,451
sim_0467,0.37565069233060217,0,,81.69434,451
sim_0468,0.20760287448127424,0,,118.11124799999999,451
sim_0469,-0.328049055106781,1,1.46,355.753395,65
sim_0470,-0.3176448098165013,1,1.4,347.584468,77
sim_0471,-0.323282031319064,1,1.38,351.979372,96
sim_0472,-0.3292073511026045,1,1.38,356.678511,89
sim_0473,0.4817726284605698,0,,62.952254,451
sim_0474,0.48177254917320855,0,,62.952267000000006,451
sim_0475,0.48177246988585576,0,,62.95228,451
sim_0476,0.48177239669753763,0,,62.952292,451
sim_0477,0.48177232960825234,0,,62.952303,451
sim_0478,0.48177226861799827,0,,62.952313000000004,451
sim_0479,0.48177216493457786,0,,62.95233,451
sim_0480,0.47804238705323554,0,,63.56541,451
sim_0481,0.44890357039622764,0,,68.46374,50
sim_0482,0.33342208985851457,0,,89.982028,451
sim_0483,0.184588620506078,0,,123.90297,451
sim_0484,-0.3244167288492589,1,1.4,352.872875,121
sim_0485,-0.328103273035349,1,1.34,355.796627,338
sim_0486,-0.33277453076724817,1,1.34,359.547749,290
sim_0487,-0.32794623247273974,1,1.34,355.671426,266
sim_0488,0.4817726040644578,0,,62.952258,451
sim_0489,0.48177250648001757,0,,62.952274,451
sim_0490,0.48177240889559014,0,,62.952290000000005,451
sim_0491,0.48177231741020116,0,,62.952305,451
sim_0492,0.4817722320238483,0,,62.952319,451
sim_0493,0.48177216493457786,0,,62.95233,451
sim_0494,0.48177204905312526,0,,62.952349,451
sim_0495,0.43276469874100415,0,,71.262472,451
sim_0496,0.46265271694141286,0,,66.12814499999999,451
sim_0497,0.3911477113143133,0,,78.779134,451
sim_0498,0.2391923622984577,0,,110.511797,451
sim_0499,-0.3225486541604782,1,1.46,351.40347599999996,223
sim_0500,-0.32600632563283205,1,1.38,354.129642,215
sim_0501,-0.323316825885393,1,1.38,352.006726,267
sim_0502,-0.3305811092993991,1,1.38,357.779864,274
sim_0503,0.4817726223615417,0,,62.952255,451
sim_0504,0.48177253697515376,0,,62.952269,451
sim_0505,0.48177245158877546,0,,62.95228300000001,451
sim_0506,0.4817723784004592,0,,62.95229500000001,451
sim_0507,0.48177231131117554,0,,62.95230600000001,451
sim_0508,0.4817722442218981,0,,62.952317,451
sim_0509,0.4817721527365294,0,,62.952332,451
sim_0510,0.43329620419330156,0,,71.169297,451
sim_0511,0.3470309266289727,0,,87.25444300000001,451
sim_0512,0.4311326164405772,0,,71.549015,56
sim_0513,0.4066855944809816,0,,75.920727,74
sim_0514,0.3819423413809172,0,,80.502909,81
sim_0515,0.35664445450287435,0,,85.36061000000001,63
sim_0516,0.33138160187063553,0,,90.395805,65
sim_0517,0.27885782649799806,0,,101.50119000000001,96
sim_0518,0.4817727077479396,0,,62.952241,451
sim_0519,0.4817727077479396,0,,62.952241,451
sim_0520,0.4817727077479396,0,,62.952241,451
sim_0521,0.4817727077479396,0,,62.952241,451
sim_0522,0.4817727077479396,0,,62.952241,451
sim_0523,0.4817727077479396,0,,62.952241,451
sim_0524,0.4817727077479396,0,,62.952241,451
sim_0525,0.47136354410802744,0,,64.671007,451
sim_0526,0.4640229059071827,0,,65.89779200000001,451
sim_0527,0.36486899543799367,0,,83.761578,451
sim_0532,0.3853243616546557,0,,79.866938,20
sim_0533,0.4817727077479396,0,,62.952241,451
sim_0534,0.4817727077479396,0,,62.952241,451
sim_0535,0.4817727077479396,0,,62.952241,451
sim_0536,0.4817727077479396,0,,62.952241,451
sim_0537,0.4817727077479396,0,,62.952241,451
sim_0538,0.4817727077479396,0,,62.952241,451
sim_0539,0.4817727077479396,0,,62.952241,451
sim_0542,0.33262067247585375,0,,90.14439100000001,451
sim_0543,0.17508467186847493,0,,126.360902,451
sim_0544,-0.3046983494821262,1,1.36,337.760888,66
sim_0545,-0.2950552346546899,1,1.32,330.678308,62
sim_0546,-0.285611494563441,1,1.32,323.927481,60
sim_0547,-0.3080337358233916,1,1.32,340.256577,62
sim_0548,0.4817726528566828,0,,62.95225,451
sim_0549,0.4817726040644578,0,,62.952258,451
sim_0550,0.481772555272236,0,,62.952266,451
sim_0551,0.48177250648001757,0,,62.952274,451
sim_0552,0.48177245768780225,0,,62.952282000000004,451
sim_0553,0.4817724149946164,0,,62.952289,451
sim_0554,0.481772335707278,0,,62.952302,451
sim_0555,0.4817727077479396,0,,62.952241,451
sim_0556,0.35404433408949687,0,,85.870172,451
sim_0558,-0.11043959404110268,1,1.38,224.694271,34
sim_0559,-0.11316516292529316,1,1.32,225.938045,30
sim_0560,-0.1117920902465423,1,1.32,225.310509,28
sim_0561,-0.12033223604879664,1,1.32,229.24541599999998,28
sim_0562,-0.1193875784828392,1,1.32,228.806407,28
sim_0563,0.4817725918664021,0,,62.95226,451
sim_0564,0.48177248208390944,0,,62.952278,451
sim_0565,0.4817723662024072,0,,62.952297,451
sim_0566,0.48177226251897315,0,,62.952314,451
sim_0567,0.4817721588355536,0,,62.952331,451
sim_0568,0.48177206735019545,0,,62.952346000000006,451
sim_0569,0.4817719087756015,0,,62.952372,451
sim_0570,0.47428401478726523,0,,64.186328,451
sim_0571,0.4601542817671642,0,,66.549289,451
sim_0572,0.45919725748739443,0,,66.71099000000001,451
sim_0573,0.4382242705163701,0,,70.308667,451
sim_0574,0.41676960284925585,0,,74.09918400000001,451
sim_0575,0.39465534754055825,0,,78.12828999999999,451
sim_0576,0.36822801766195384,0,,83.11403899999999,451
sim_0577,0.27450468924261967,0,,102.462672,451
sim_0578,0.4806296867996056,0,,63.139796000000004,451
sim_0579,0.47948457913496706,0,,63.327984,451
sim_0580,0.4783464501127843,0,,63.515314000000004,451
sim_0581,0.4772198481179179,0,,63.701031,451
sim_0582,0.47610986907171976,0,,63.884285,451
sim_0583,0.475022739319305,0,,64.064034,451
sim_0584,0.4729312609861493,0,,64.410591,451
sim_0585,0.4089009792769764,0,,75.51831200000001,451
sim_0586,0.4638483498000956,0,,65.927114,451
sim_0587,0.4366458743702747,0,,70.583673,451
sim_0588,0.40367454780926626,0,,76.469707,451
sim_0589,0.36521938205142207,0,,83.693883,451
sim_0590,0.3206464066717178,0,,92.593783,451
sim_0591,0.26805955447333407,0,,103.898338,451
sim_0592,-0.12044139280499801,1,1.82,229.296205,59
sim_0599,0.4818017396936913,0,,62.947480999999996,21
sim_0600,0.4638483498000956,0,,65.927114,451
sim_0601,0.4366458743702747,0,,70.583673,451
sim_0602,0.40367454780926626,0,,76.469707,451
sim_0603,0.36521938205142207,0,,83.693883,451
sim_0604,0.3206464066717178,0,,92.593783,451
sim_0605,0.26805955447333407,0,,103.898338,451
sim_0606,-0.12044139280499801,1,1.82,229.296205,59
sim_0613,0.4818017396936913,0,,62.947480999999996,21
sim_0614,0.4638483498000956,0,,65.927114,451
sim_0615,0.4366458743702747,0,,70.583673,451
sim_0616,0.40367454780926626,0,,76.469707,451
sim_0617,0.36521938205142207,0,,83.693883,451
sim_0618,0.3206464066717178,0,,92.593783,451
sim_0619,0.26805955447333407,0,,103.898338,451
sim_0620,-0.12044139280499801,1,1.82,229.296205,59
sim_0627,0.4818017396936913,0,,62.947480999999996,21
sim_0628,0.4638483498000956,0,,65.927114,451
sim_0629,0.4366458743702747,0,,70.583673,451
sim_0630,0.40367454780926626,0,,76.469707,451
sim_0631,0.36521938205142207,0,,83.693883,451
sim_0632,0.3206464066717178,0,,92.593783,451
sim_0633,0.26805955447333407,0,,103.898338,451
sim_0634,-0.12044139280499801,1,1.82,229.296205,59
sim_0641,0.4818017396936913,0,,62.947480999999996,21
sim_0642,0.4106193382980603,0,,75.20705000000001,451
sim_0643,0.465419721486724,0,,65.663406,451
sim_0644,0.457054602651739,0,,67.07378800000001,451
sim_0645,0.44924729336260727,0,,68.404811,451
sim_0646,0.43067242780437465,0,,71.629928,451
sim_0647,0.40961746048040537,0,,75.388437,451
sim_0648,0.3883041996475844,0,,79.309163,451
sim_0649,0.3438106868172373,0,,87.894878,451
sim_0650,0.4788646153299985,0,,63.429991,451
sim_0651,0.4758290561962499,0,,63.93069,451
sim_0652,0.47304988940095927,0,,64.390908,451
sim_0653,0.4703707729826967,0,,64.836205,451
sim_0654,0.4677954366932999,0,,65.265785,451
sim_0655,0.4653331960913117,0,,65.67791199999999,451
sim_0656,0.4607773490955321,0,,66.444128,451
sim_0657,0.465419721486724,0,,65.663406,451
sim_0658,0.457054602651739,0,,67.07378800000001,451
sim_0659,0.44924729336260727,0,,68.404811,451
sim_0660,0.43067242780437465,0,,71.629928,451
sim_0661,0.40961746048040537,0,,75.388437,451
sim_0662,0.3883041996475844,0,,79.309163,451
sim_0663,0.3438106868172373,0,,87.894878,451
sim_0664,0.4788646153299985,0,,63.429991,451
sim_0665,0.4758290561962499,0,,63.93069,451
sim_0666,0.47304988940095927,0,,64.390908,451
sim_0667,0.4703707729826967,0,,64.836205,451
sim_0668,0.4677954366932999,0,,65.265785,451
sim_0669,0.4653331960913117,0,,65.67791199999999,451
sim_0670,0.4607773490955321,0,,66.444128,451
sim_0671,0.465419721486724,0,,65.663406,451
sim_0672,0.457054602651739,0,,67.07378800000001,451
sim_0673,0.44924729336260727,0,,68.404811,451
sim_0674,0.43067242780437465,0,,71.629928,451
sim_0675,0.40961746048040537,0,,75.388437,451
sim_0676,0.3883041996475844,0,,79.309163,451
sim_0677,0.3438106868172373,0,,87.894878,451
sim_0678,0.4788646153299985,0,,63.429991,451
sim_0679,0.4758290561962499,0,,63.93069,451
sim_0680,0.47304988940095927,0,,64.390908,451
sim_0681,0.4703707729826967,0,,64.836205,451
sim_0682,0.4677954366932999,0,,65.265785,451
sim_0683,0.4653331960913117,0,,65.67791199999999,451
sim_0684,0.4607773490955321,0,,66.444128,451
sim_0685,0.465419721486724,0,,65.663406,451
sim_0686,0.457054602651739,0,,67.07378800000001,451
sim_0687,0.44924729336260727,0,,68.404811,451
sim_0688,0.43067242780437465,0,,71.629928,451
sim_0689,0.40961746048040537,0,,75.388437,451
